timestamp,text
48:34,instead there's a middle ground instead of  computing this noisy gradient of a single point  
48:41,let's get a better estimate of our gradient by  using a batch of b data points so now let's pick  
48:49,a batch of b data points and we'll compute the  gradient estimation estimate simply as the average  
48:55,over this batch so since b here is usually not  that large on the order of tens or hundreds of  
49:01,samples this is much much faster to compute than  regular gradient descent and it's also much much  
49:08,more accurate than just purely stochastic gradient  descent that only uses a single example now this  
49:17,increases the gradient accuracy estimation which  also allows us to converge much more smoothly  
49:23,it also means that we can trust our gradient more  than in stochastic gradient descent so that we can  
49:28,actually increase our learning rate a bit more  as well mini-batching also leads to massively  
49:37,parallelizable computation we can split up the  batches on separate workers and separate machines  
49:43,and thus achieve even more parallelization and  speed increases on our gpus now the last topic  
49:50,i want to talk about is that of overfitting this  is also known as the problem of generalization and  
49:56,is one of the most fundamental problems in all  of machine learning and not just deep learning
50:05,now overfitting like i said is critical to  understand so i really want to make sure that  
50:11,this is a clear concept in everyone's mind ideally  in machine learning we want to learn a model  
50:18,that accurately describes our test data not the  training data even though we're optimizing this  
50:24,model based on the training data what we really  want is for it to perform well on the test data  
50:31,so said differently we want  to build representations   that can learn from our training data but  still generalize well to unseen test data  
50:42,now assume you want to build a line to describe  these points underfitting means that the model  
50:49,does simply not have enough capacity to  represent these points so no matter how good  
50:55,we try to fit this model it simply does not  have the capacity to represent this type of data  
51:01,on the far right hand side we can see the  extreme other extreme where here the model   is too complex it has too many parameters  and it does not generalize well to new data  
51:12,in the middle though we can see what's called  the ideal fit it's not overfitting it's not   underfitting but it has a medium number of  parameters and it's able to fit in a generalizable  
51:23,way to the output and is able to generalize well  to brand new data when it sees it at test time  
51:31,now to address this problem let's talk about   regularization how can we make sure that our  models do not end up over fit because neural  
51:40,networks do have a ton of parameters how  can we enforce some form of regularization  
51:46,to them now what is regularization regularization  is a technique that constrains our optimization  
51:52,problems such that we can discourage these complex  models from actually being learned and overfit  
51:59,right so again why do we need it we need it so  that our model can generalize to this unseen  
52:04,data set and in neural networks we have many  techniques for actually imposing regularization  
52:10,onto the model one very common technique and very  simple to understand is called dropout this is one  
52:17,of the most popular forms of regularization  in deep learning and it's very simple let's  
52:22,revisit this picture of a neural network this is  a two layered neural network two hidden layers  
52:29,and in dropout during training all we simply  do is randomly set some of the activations here  
52:36,to zero with some probability so what we can do is  let's say we pick our probability to be 50 or 0.5  
52:45,we can drop randomly for each of the activations  50 of those neurons this is extremely powerful as  
52:53,it lowers the capacity of our neural network so  that they have to learn to perform better on test  
52:59,sets because sometimes on training sets it just  simply cannot rely on some of those parameters  
53:04,so it has to be able to be resilient to  that kind of dropout it also means that  
53:12,they're easier to train because at least on every  forward passive iterations we're training only 50  
53:19,of the weights and only 50 of the gradients so  that also cuts our uh gradient computation time  
53:25,down in by a factor of two so because now  we only have to compute half the number of  
53:30,neuron gradients now on every iteration we dropped  out on the previous iteration fifty percent of  
53:37,neurons but on the next iteration we're going  to drop out a different set of fifty 50 of the   neurons a different set of neurons and this gives  the network it basically forces the network to  
53:49,learn how to take different pathways to get to its  answer and it can't rely on any one pathway too  
53:55,strongly and overfit to that pathway this is a way  to really force it to generalize to this new data  
54:02,the second regularization technique that  we'll talk about is this notion of early  
54:07,stopping and again here the idea is very basic  it's it's basically let's stop training once  
54:14,we realize that our our loss is increasing on a  held out validation or let's call it a test set  
54:22,so when we start training we all know the  definition of overfitting is when our model  
54:27,starts to perform worse on the test set so if we  set aside some of this training data to be quote  
54:33,unquote test data we can monitor how our network  is learning on this data and simply just stop  
54:40,before it has a chance to overfit so on the x-axis  you can see the number of training iterations and  
54:45,on the y-axis you can see the loss that we  get after training that number of iterations  
54:51,so as we continue to train in the beginning both  lines continue to decrease this is as we'd expect  
54:56,and this is excellent since it  means our model is getting stronger   eventually though the network's testing  loss plateaus and starts to increase  
55:06,note that the training accuracy will always  continue to go to go down as long as the   network has the capacity to memorize the data and  this pattern continues for the rest of training  
55:17,so it's important here to actually focus on this  point here this is the point where we need to stop  
55:22,training and after this point assuming  that our test set is a valid representation   of the true test set the accuracy of the model  will only get worse so we can stop training here  
55:32,take this model and this should be the model that  we actually use when we deploy into the real world  
55:40,anything any model taken from the left hand  side is going to be underfit it's not going   to be utilizing the full capacity of the  network and anything taken from the right  
55:48,hand side is over fit and actually performing  worse than it needs to on that held out test set
55:56,so i'll conclude this lecture by summarizing  three key points that we've covered so far  
56:02,we started about the fundamental building  blocks of neural networks the perceptron   we learned about stacking and composing  these perceptrons together to form complex  
56:12,hierarchical neural networks and how to  mathematically optimize these models with  
56:17,back propagation and finally we address the  practical side of these models that you'll find  
56:22,useful for the labs today including adaptive  learning rates batching and regularization  
56:29,so thank you for attending the first  lecture in 6s191 thank you very much
